Page1_File,Page1_Page,Page2_File,Page2_Page,Similarity_Score,Page1_Text,Page2_Text
output_mixed_1a_redacted.pdf_ocr_output.csv,4,output_mixed_3_redacted.pdf_ocr_output.csv,26,1.0,"22 Lambeth 2030 Our Future, Our Lambeth Lambeth 2030 Our Future, Our Lambeth 23 Our 2030 1 - Making Lambeth Neighbourhoods Fit for the Future ambition By 2030, Lambeth will be a clean, vibrant and climate resilient borough where people can lead healthier, happier lives. The on-going and lasting impacts of the climate learning from this was key to the development of emergency, the cost-of-living crisis and the covid-19 Lambeth's first climate partnership, overseeing the pandemic mean that we must radically change the implementation of the Lambeth Climate Action Plan. way we think and act in Lambeth. From continued These are momentous actions that will help guide us lobbying for environmental and fairer legislative to achieving our collective goal of a more sustainable changes and investment at national level, to and just future - ensuring that everything we do will adapting the way we travel, design buildings and make Lambeth a more sustainable, climate resilient public spaces, and make local, healthy and more borough for everyone. sustainable choices, we all have a role to play in improving the health, wellbeing and environment of Backed by our residents to act now, we are others in Lambeth now and for future generations. committing to tackling the climate and ecological NET-ZERO emergency together. We will reduce greenhouse gas The people of Lambeth are proud of their local emissions from all sources we control or influence 2030 area and have already taken steps to tackle climate and build our resilience to the impacts of climate change, but there is a desire and urgency within our change through sustainable development and communities for further decisive, collaborative action. technologies. This will require a range of interventions Residents share that their health, carbon footprint and adaptations including improving flood prevention, and their streets matter to them, and they want to more tree cover, sustainable urban drainage solutions WELLBEING commit to improving our shared environment, ensuring and efficiency of water use. Based on the Citizens' that everyone knows how they can contribute, Assembly recommendations we also know the need however small. to retrofit at scale to significantly improve energy efficiency of our buildings and focus on decarbonising Climate resilience our transport network to lower emissions, and we will continue to lobby the government tirelessly for funding for a national retrofit programme. We face a global climate emergency, and we know that inaction or insufficient responses will have Our hyperconnected inner London, highly urbanised consequences of an irreversible nature. location requires us to continue to be led by design that reduces traffic and enables people to walk, cycle In January 2019, Lambeth became the first London and use public transport to experience the borough Borough to declare a climate and ecological safely and accessibly. This means coming together emergency and commit to becoming carbon neutral and rethinking our transport systems to be inclusive, across our council buildings and operations by enabling healthier, more affordable and sustainable 2030. The Council reached out to residents through ways to get around the borough including improving the Citizens' Assembly on the climate crisis and our existing network, electric car clubs, e-scooters","22 Lambeth 2030 Our Future, Our Lambeth Lambeth 2030 Our Future, Our Lambeth 23 Our 2030 1 - Making Lambeth Neighbourhoods Fit for the Future ambition By 2030, Lambeth will be a clean, vibrant and climate resilient borough where people can lead healthier, happier lives. The on-going and lasting impacts of the climate learning from this was key to the development of emergency, the cost-of-living crisis and the covid-19 Lambeth's first climate partnership, overseeing the pandemic mean that we must radically change the implementation of the Lambeth Climate Action Plan. way we think and act in Lambeth. From continued These are momentous actions that will help guide us lobbying for environmental and fairer legislative to achieving our collective goal of a more sustainable changes and investment at national level, to and just future - ensuring that everything we do will adapting the way we travel, design buildings and make Lambeth a more sustainable, climate resilient public spaces, and make local, healthy and more borough for everyone. sustainable choices, we all have a role to play in improving the health, wellbeing and environment of Backed by our residents to act now, we are others in Lambeth now and for future generations. committing to tackling the climate and ecological NET-ZERO emergency together. We will reduce greenhouse gas The people of Lambeth are proud of their local emissions from all sources we control or influence 2030 area and have already taken steps to tackle climate and build our resilience to the impacts of climate change, but there is a desire and urgency within our change through sustainable development and communities for further decisive, collaborative action. technologies. This will require a range of interventions Residents share that their health, carbon footprint and adaptations including improving flood prevention, and their streets matter to them, and they want to more tree cover, sustainable urban drainage solutions WELLBEING commit to improving our shared environment, ensuring and efficiency of water use. Based on the Citizens' that everyone knows how they can contribute, Assembly recommendations we also know the need however small. to retrofit at scale to significantly improve energy efficiency of our buildings and focus on decarbonising Climate resilience our transport network to lower emissions, and we will continue to lobby the government tirelessly for funding for a national retrofit programme. We face a global climate emergency, and we know that inaction or insufficient responses will have Our hyperconnected inner London, highly urbanised consequences of an irreversible nature. location requires us to continue to be led by design that reduces traffic and enables people to walk, cycle In January 2019, Lambeth became the first London and use public transport to experience the borough Borough to declare a climate and ecological safely and accessibly. This means coming together emergency and commit to becoming carbon neutral and rethinking our transport systems to be inclusive, across our council buildings and operations by enabling healthier, more affordable and sustainable 2030. The Council reached out to residents through ways to get around the borough including improving the Citizens' Assembly on the climate crisis and our existing network, electric car clubs, e-scooters"
output_mixed_1a_redacted.pdf_ocr_output.csv,8,output_mixed_2_redacted.pdf_ocr_output.csv,5,0.9999999999999999,"16 Lambeth 2030 Our Future, Our Lambeth Lambeth 2030 Our Future, Our Lambeth 17 DIVERSE SAFE BOROUGH AREAS VIBRANT PARKS Our Future, Our Lambeth CARE FAIR FRIENDLY INCLUSIVE PEOPLE Our Vision Statement WELCOMING THRIVING Lambeth - a borough with social and climate justice at its heart. By harnessing the power and pride of our GREEN SPACES PARKS LAMBETH people and partnerships, we will proactively tackle SPACES inequalities so that children and young people can have the best start in life and so everyone can feel safe and SUSTAINABLE AFFORDABLE SHOPS thrive in a place of opportunity. LOCAL OPPORTUNITY Our Commitments Our 2030 Ambitions The vision Our Commitments for Lambeth The Golden Thread - A Borough of Equity and Justice for Lambeth 1. We get the basics right and deliver great Through listening and building on what we already public services that fit what people need know, we've created a vision for the future of 1. Making Lambeth Neighbourhoods To deliver this vision requires individual and collective - Lambeth that's rooted in what people want. This is a We will take a one borough approach to deliver Fit for the Future vision that belongs to everyone. commitment and action. This means the Council and our services consistently and well Lambeth's communities and organisations coming 2. Making Lambeth One of the Safest Achieving this future vision of Lambeth comes down together and standing as one to transform the ways 2. People have a say and stake in the decisions Boroughs in London to all of us. We are all connected, and we all have a we work. that matter stake in Lambeth to make it the best place to live, - We will be a listening and open borough that 3. Making Lambeth A Place We Can All work and visit in the UK. By listening to our communities, understanding their recognises and values our community voices Call Home experiences, and aligning our priorities with theirs, we From our conversations we know people agree with a can build confidence between Lambeth's institutions, 3. We work together in partnership, to harness group of core priorities and ambitions for the future of businesses, community groups and organisations, what makes Lambeth special Lambeth. They are ready to come together and bring and residents, and we can ensure that the changes - We will collaborate with our people and partners this vision to life, and there is also strong support in we make, and the partnerships we form, are all to innovate and implement together the shift towards taking a longer-term view, SO that we contributing to improving the lives of those who live, are ready for the unforeseen challenges of the future. work, learn and visit our borough. 4. We are accessible, transparent and we stand up to challenges - We will focus on what our residents want and be honest about what we can and can't do, whilst being courageous to take bold action","16 Lambeth 2030 Our Future, Our Lambeth Lambeth 2030 Our Future, Our Lambeth 17 DIVERSE SAFE BOROUGH AREAS VIBRANT PARKS Our Future, Our Lambeth CARE FAIR FRIENDLY INCLUSIVE PEOPLE Our Vision Statement WELCOMING THRIVING Lambeth - a borough with social and climate justice at its heart. By harnessing the power and pride of our GREEN SPACES PARKS LAMBETH people and partnerships, we will proactively tackle SPACES inequalities so that children and young people can have the best start in life and so everyone can feel safe and SUSTAINABLE AFFORDABLE SHOPS thrive in a place of opportunity. LOCAL OPPORTUNITY Our Commitments Our 2030 Ambitions The vision Our Commitments for Lambeth The Golden Thread - A Borough of Equity and Justice for Lambeth 1. We get the basics right and deliver great Through listening and building on what we already public services that fit what people need know, we've created a vision for the future of 1. Making Lambeth Neighbourhoods To deliver this vision requires individual and collective - Lambeth that's rooted in what people want. This is a We will take a one borough approach to deliver Fit for the Future vision that belongs to everyone. commitment and action. This means the Council and our services consistently and well Lambeth's communities and organisations coming 2. Making Lambeth One of the Safest Achieving this future vision of Lambeth comes down together and standing as one to transform the ways 2. People have a say and stake in the decisions Boroughs in London to all of us. We are all connected, and we all have a we work. that matter stake in Lambeth to make it the best place to live, - We will be a listening and open borough that 3. Making Lambeth A Place We Can All work and visit in the UK. By listening to our communities, understanding their recognises and values our community voices Call Home experiences, and aligning our priorities with theirs, we From our conversations we know people agree with a can build confidence between Lambeth's institutions, 3. We work together in partnership, to harness group of core priorities and ambitions for the future of businesses, community groups and organisations, what makes Lambeth special Lambeth. They are ready to come together and bring and residents, and we can ensure that the changes - We will collaborate with our people and partners this vision to life, and there is also strong support in we make, and the partnerships we form, are all to innovate and implement together the shift towards taking a longer-term view, SO that we contributing to improving the lives of those who live, are ready for the unforeseen challenges of the future. work, learn and visit our borough. 4. We are accessible, transparent and we stand up to challenges - We will focus on what our residents want and be honest about what we can and can't do, whilst being courageous to take bold action"
output_mixed_1a_redacted.pdf_ocr_output.csv,8,output_mixed_3_redacted.pdf_ocr_output.csv,10,0.9999999999999999,"16 Lambeth 2030 Our Future, Our Lambeth Lambeth 2030 Our Future, Our Lambeth 17 DIVERSE SAFE BOROUGH AREAS VIBRANT PARKS Our Future, Our Lambeth CARE FAIR FRIENDLY INCLUSIVE PEOPLE Our Vision Statement WELCOMING THRIVING Lambeth - a borough with social and climate justice at its heart. By harnessing the power and pride of our GREEN SPACES PARKS LAMBETH people and partnerships, we will proactively tackle SPACES inequalities so that children and young people can have the best start in life and so everyone can feel safe and SUSTAINABLE AFFORDABLE SHOPS thrive in a place of opportunity. LOCAL OPPORTUNITY Our Commitments Our 2030 Ambitions The vision Our Commitments for Lambeth The Golden Thread - A Borough of Equity and Justice for Lambeth 1. We get the basics right and deliver great Through listening and building on what we already public services that fit what people need know, we've created a vision for the future of 1. Making Lambeth Neighbourhoods To deliver this vision requires individual and collective - Lambeth that's rooted in what people want. This is a We will take a one borough approach to deliver Fit for the Future vision that belongs to everyone. commitment and action. This means the Council and our services consistently and well Lambeth's communities and organisations coming 2. Making Lambeth One of the Safest Achieving this future vision of Lambeth comes down together and standing as one to transform the ways 2. People have a say and stake in the decisions Boroughs in London to all of us. We are all connected, and we all have a we work. that matter stake in Lambeth to make it the best place to live, - We will be a listening and open borough that 3. Making Lambeth A Place We Can All work and visit in the UK. By listening to our communities, understanding their recognises and values our community voices Call Home experiences, and aligning our priorities with theirs, we From our conversations we know people agree with a can build confidence between Lambeth's institutions, 3. We work together in partnership, to harness group of core priorities and ambitions for the future of businesses, community groups and organisations, what makes Lambeth special Lambeth. They are ready to come together and bring and residents, and we can ensure that the changes - We will collaborate with our people and partners this vision to life, and there is also strong support in we make, and the partnerships we form, are all to innovate and implement together the shift towards taking a longer-term view, SO that we contributing to improving the lives of those who live, are ready for the unforeseen challenges of the future. work, learn and visit our borough. 4. We are accessible, transparent and we stand up to challenges - We will focus on what our residents want and be honest about what we can and can't do, whilst being courageous to take bold action","16 Lambeth 2030 Our Future, Our Lambeth Lambeth 2030 Our Future, Our Lambeth 17 DIVERSE SAFE BOROUGH AREAS VIBRANT PARKS Our Future, Our Lambeth CARE FAIR FRIENDLY INCLUSIVE PEOPLE Our Vision Statement WELCOMING THRIVING Lambeth - a borough with social and climate justice at its heart. By harnessing the power and pride of our GREEN SPACES PARKS LAMBETH people and partnerships, we will proactively tackle SPACES inequalities so that children and young people can have the best start in life and so everyone can feel safe and SUSTAINABLE AFFORDABLE SHOPS thrive in a place of opportunity. LOCAL OPPORTUNITY Our Commitments Our 2030 Ambitions The vision Our Commitments for Lambeth The Golden Thread - A Borough of Equity and Justice for Lambeth 1. We get the basics right and deliver great Through listening and building on what we already public services that fit what people need know, we've created a vision for the future of 1. Making Lambeth Neighbourhoods To deliver this vision requires individual and collective - Lambeth that's rooted in what people want. This is a We will take a one borough approach to deliver Fit for the Future vision that belongs to everyone. commitment and action. This means the Council and our services consistently and well Lambeth's communities and organisations coming 2. Making Lambeth One of the Safest Achieving this future vision of Lambeth comes down together and standing as one to transform the ways 2. People have a say and stake in the decisions Boroughs in London to all of us. We are all connected, and we all have a we work. that matter stake in Lambeth to make it the best place to live, - We will be a listening and open borough that 3. Making Lambeth A Place We Can All work and visit in the UK. By listening to our communities, understanding their recognises and values our community voices Call Home experiences, and aligning our priorities with theirs, we From our conversations we know people agree with a can build confidence between Lambeth's institutions, 3. We work together in partnership, to harness group of core priorities and ambitions for the future of businesses, community groups and organisations, what makes Lambeth special Lambeth. They are ready to come together and bring and residents, and we can ensure that the changes - We will collaborate with our people and partners this vision to life, and there is also strong support in we make, and the partnerships we form, are all to innovate and implement together the shift towards taking a longer-term view, SO that we contributing to improving the lives of those who live, are ready for the unforeseen challenges of the future. work, learn and visit our borough. 4. We are accessible, transparent and we stand up to challenges - We will focus on what our residents want and be honest about what we can and can't do, whilst being courageous to take bold action"
output_mixed_1a_redacted.pdf_ocr_output.csv,8,output_mixed_4_redacted.pdf_ocr_output.csv,8,0.9999999999999999,"16 Lambeth 2030 Our Future, Our Lambeth Lambeth 2030 Our Future, Our Lambeth 17 DIVERSE SAFE BOROUGH AREAS VIBRANT PARKS Our Future, Our Lambeth CARE FAIR FRIENDLY INCLUSIVE PEOPLE Our Vision Statement WELCOMING THRIVING Lambeth - a borough with social and climate justice at its heart. By harnessing the power and pride of our GREEN SPACES PARKS LAMBETH people and partnerships, we will proactively tackle SPACES inequalities so that children and young people can have the best start in life and so everyone can feel safe and SUSTAINABLE AFFORDABLE SHOPS thrive in a place of opportunity. LOCAL OPPORTUNITY Our Commitments Our 2030 Ambitions The vision Our Commitments for Lambeth The Golden Thread - A Borough of Equity and Justice for Lambeth 1. We get the basics right and deliver great Through listening and building on what we already public services that fit what people need know, we've created a vision for the future of 1. Making Lambeth Neighbourhoods To deliver this vision requires individual and collective - Lambeth that's rooted in what people want. This is a We will take a one borough approach to deliver Fit for the Future vision that belongs to everyone. commitment and action. This means the Council and our services consistently and well Lambeth's communities and organisations coming 2. Making Lambeth One of the Safest Achieving this future vision of Lambeth comes down together and standing as one to transform the ways 2. People have a say and stake in the decisions Boroughs in London to all of us. We are all connected, and we all have a we work. that matter stake in Lambeth to make it the best place to live, - We will be a listening and open borough that 3. Making Lambeth A Place We Can All work and visit in the UK. By listening to our communities, understanding their recognises and values our community voices Call Home experiences, and aligning our priorities with theirs, we From our conversations we know people agree with a can build confidence between Lambeth's institutions, 3. We work together in partnership, to harness group of core priorities and ambitions for the future of businesses, community groups and organisations, what makes Lambeth special Lambeth. They are ready to come together and bring and residents, and we can ensure that the changes - We will collaborate with our people and partners this vision to life, and there is also strong support in we make, and the partnerships we form, are all to innovate and implement together the shift towards taking a longer-term view, SO that we contributing to improving the lives of those who live, are ready for the unforeseen challenges of the future. work, learn and visit our borough. 4. We are accessible, transparent and we stand up to challenges - We will focus on what our residents want and be honest about what we can and can't do, whilst being courageous to take bold action","16 Lambeth 2030 Our Future, Our Lambeth Lambeth 2030 Our Future, Our Lambeth 17 DIVERSE SAFE BOROUGH AREAS VIBRANT PARKS Our Future, Our Lambeth CARE FAIR FRIENDLY INCLUSIVE PEOPLE Our Vision Statement WELCOMING THRIVING Lambeth - a borough with social and climate justice at its heart. By harnessing the power and pride of our GREEN SPACES PARKS LAMBETH people and partnerships, we will proactively tackle SPACES inequalities so that children and young people can have the best start in life and so everyone can feel safe and SUSTAINABLE AFFORDABLE SHOPS thrive in a place of opportunity. LOCAL OPPORTUNITY Our Commitments Our 2030 Ambitions The vision Our Commitments for Lambeth The Golden Thread - A Borough of Equity and Justice for Lambeth 1. We get the basics right and deliver great Through listening and building on what we already public services that fit what people need know, we've created a vision for the future of 1. Making Lambeth Neighbourhoods To deliver this vision requires individual and collective - Lambeth that's rooted in what people want. This is a We will take a one borough approach to deliver Fit for the Future vision that belongs to everyone. commitment and action. This means the Council and our services consistently and well Lambeth's communities and organisations coming 2. Making Lambeth One of the Safest Achieving this future vision of Lambeth comes down together and standing as one to transform the ways 2. People have a say and stake in the decisions Boroughs in London to all of us. We are all connected, and we all have a we work. that matter stake in Lambeth to make it the best place to live, - We will be a listening and open borough that 3. Making Lambeth A Place We Can All work and visit in the UK. By listening to our communities, understanding their recognises and values our community voices Call Home experiences, and aligning our priorities with theirs, we From our conversations we know people agree with a can build confidence between Lambeth's institutions, 3. We work together in partnership, to harness group of core priorities and ambitions for the future of businesses, community groups and organisations, what makes Lambeth special Lambeth. They are ready to come together and bring and residents, and we can ensure that the changes - We will collaborate with our people and partners this vision to life, and there is also strong support in we make, and the partnerships we form, are all to innovate and implement together the shift towards taking a longer-term view, SO that we contributing to improving the lives of those who live, are ready for the unforeseen challenges of the future. work, learn and visit our borough. 4. We are accessible, transparent and we stand up to challenges - We will focus on what our residents want and be honest about what we can and can't do, whilst being courageous to take bold action"
output_mixed_1a_redacted.pdf_ocr_output.csv,9,output_mixed_3_redacted.pdf_ocr_output.csv,30,1.0000000000000002,"CSM FLIGHT PLAN 137:00 SIM EXP STATUS 137:30 SIM EXP STATUS UPDATE: SET HGA: MAN, WIDE, P -10, Y 25 FOR AOS (+0100) (P20) TEI 38 PAD (P20) (+0100) (0.5°08) SOLAR CORONA PHOTO PAD (137:33) (00200) (0.5°DB) (00200) FLIGHT PLAN (11101) (11101) (_1111) (_1111) SOLAR CORONA PHOTO PAD (SR) SOLAR CORONA (SUNRISE) T-START: (SR -7 MIN) :10 :40 PCM BIT RATE - LOW (NEXT 7 MIN) (159°W) 02 FUEL CELL PURGE CONFIGURE FOR URINE DUMP LS WASTE WATER DUMP LS VHF VHF CMDS: (AOS +61 MIN) DSE REWIND REV 26 PCM BIT RATE - HIGH (180°W) :20 :50 SAMPLE BUSS (1) - STOW SAMPLE (1) DUMP URINE FROM BUSS (1) - STOW CSM EXP/EVA CHECKLIST SOLAR CORONA (SR) PAGE X/2-9 MAG (99) CMDS: (AOS +69 MIN) DSE RECORD 137:30 VERIFY DSE TAPE MOTION (HBR/RCD/FWD/CMD RESET) 138:00 MISSION EDITION DATE PAGE APOLIO 17 FINAL (12/6) 10/23/72 3-175","CSM FLIGHT PLAN 137:00 SIM EXP STATUS 137:30 SIM EXP STATUS UPDATE: SET HGA: MAN, WIDE, P -10, Y 25 FOR AOS (+0100) (P20) TEI 38 PAD (P20) (+0100) (0.5°08) SOLAR CORONA PHOTO PAD (137:33) (00200) (0.5°DB) (00200) FLIGHT PLAN (11101) (11101) (_1111) (_1111) SOLAR CORONA PHOTO PAD (SR) SOLAR CORONA (SUNRISE) T-START: (SR -7 MIN) :10 :40 PCM BIT RATE - LOW (NEXT 7 MIN) (159°W) 02 FUEL CELL PURGE CONFIGURE FOR URINE DUMP LS WASTE WATER DUMP LS VHF VHF CMDS: (AOS +61 MIN) DSE REWIND REV 26 PCM BIT RATE - HIGH (180°W) :20 :50 SAMPLE BUSS (1) - STOW SAMPLE (1) DUMP URINE FROM BUSS (1) - STOW CSM EXP/EVA CHECKLIST SOLAR CORONA (SR) PAGE X/2-9 MAG (99) CMDS: (AOS +69 MIN) DSE RECORD 137:30 VERIFY DSE TAPE MOTION (HBR/RCD/FWD/CMD RESET) 138:00 MISSION EDITION DATE PAGE APOLIO 17 FINAL (12/6) 10/23/72 3-175"
output_mixed_1a_redacted.pdf_ocr_output.csv,13,output_mixed_1a_redacted.pdf_ocr_output.csv,27,1.0000000000000002,FLIGHT PLAN MCC-H 2153 CST NOTES 49:00 DAP LOAD STATUS (21101) ( 1111) :20 :40 S 50:00 T REST PERIOD D (8 HOURS) PTC N :20 :40 51:00 MISSION EDITION DATE TIME DAY/REV PAGE APOLLO 17 FINAL (12/6) 10/23/72 49:00 - 51:00 3/TLC 3-48 FLIGHT PLANNING BRANCH,FLIGHT PLAN MCC-H 0153 CST NOTES 77:00 DAP LOAD STATUS (21101) (_1111) :20 :40 S 78:00 T REST PERIOD D (8 HOURS) PTC N :20 :40 79:00 MISSION EDITION DATE TIME DAY/REV PAGE APOLLO 17 FINAL (12/6) 10/23/72 77:00 - 79:00 4/TLC 3-70 FLIGHT PLANNING BRANCH
output_mixed_1a_redacted.pdf_ocr_output.csv,13,output_mixed_2_redacted.pdf_ocr_output.csv,17,1.0000000000000002,FLIGHT PLAN MCC-H 2153 CST NOTES 49:00 DAP LOAD STATUS (21101) ( 1111) :20 :40 S 50:00 T REST PERIOD D (8 HOURS) PTC N :20 :40 51:00 MISSION EDITION DATE TIME DAY/REV PAGE APOLLO 17 FINAL (12/6) 10/23/72 49:00 - 51:00 3/TLC 3-48 FLIGHT PLANNING BRANCH,FLIGHT PLAN MCC-H 2153 CST NOTES 49:00 DAP LOAD STATUS (21101) ( 1111) :20 :40 S 50:00 T REST PERIOD D (8 HOURS) PTC N :20 :40 51:00 MISSION EDITION DATE TIME DAY/REV PAGE APOLLO 17 FINAL (12/6) 10/23/72 49:00 - 51:00 3/TLC 3-48 FLIGHT PLANNING BRANCH
output_mixed_1a_redacted.pdf_ocr_output.csv,13,output_mixed_4_redacted.pdf_ocr_output.csv,3,1.0000000000000002,FLIGHT PLAN MCC-H 2153 CST NOTES 49:00 DAP LOAD STATUS (21101) ( 1111) :20 :40 S 50:00 T REST PERIOD D (8 HOURS) PTC N :20 :40 51:00 MISSION EDITION DATE TIME DAY/REV PAGE APOLLO 17 FINAL (12/6) 10/23/72 49:00 - 51:00 3/TLC 3-48 FLIGHT PLANNING BRANCH,FLIGHT PLAN MCC-H 2153 CST NOTES 49:00 DAP LOAD STATUS (21101) ( 1111) :20 :40 S 50:00 T REST PERIOD D (8 HOURS) PTC N :20 :40 51:00 MISSION EDITION DATE TIME DAY/REV PAGE APOLLO 17 FINAL (12/6) 10/23/72 49:00 - 51:00 3/TLC 3-48 FLIGHT PLANNING BRANCH
output_mixed_1a_redacted.pdf_ocr_output.csv,13,output_mixed_4_redacted.pdf_ocr_output.csv,12,0.9465422658084628,FLIGHT PLAN MCC-H 2153 CST NOTES 49:00 DAP LOAD STATUS (21101) ( 1111) :20 :40 S 50:00 T REST PERIOD D (8 HOURS) PTC N :20 :40 51:00 MISSION EDITION DATE TIME DAY/REV PAGE APOLLO 17 FINAL (12/6) 10/23/72 49:00 - 51:00 3/TLC 3-48 FLIGHT PLANNING BRANCH,FLIGHT PLAN MCC-H 2353 CST NOTES 27:00 DAP LOAD STATUS (21101) (_ 1111) :20 :40 S T 28:00 REST PERIOD D (8 HOURS) PTC N :20 :40 29:00 MISSION EDITION DATE TIME DAY/REV PAGE APOLLO 17 FINAL (12/6) 10/23/72 27:00 - 29:00 2/TLC 3-27
output_mixed_1a_redacted.pdf_ocr_output.csv,14,output_mixed_2_redacted.pdf_ocr_output.csv,22,1.0000000000000002,"THE BOOK COLLECTOR However, library catalogues in this period served just as much to advance the fundraising needs of their relatively fledgling institu- tions as they did to connect books and readers, especially critical since these institutions did not generally have funds available for the purchase of books and were completely reliant on donations. The deployment of early library catalogues for fundraising has been little studied. In this article, I shall try to explore how they came to serve this function in the early 18th century, focusing on the case of Harvard's 1723 catalogue. Many objects circulating in the early 18th-century world of print, and particularly in libraries, were intended to recognise or encourage philanthropy. Manuscript benefaction registers existed at many Oxford and Cambridge college libraries in the 17th and 18th centuries, inspired by the example set by Thomas Bodley, who began to prepare a 'publike Register' more than two years before the opening of the Bodleian Library on 8 November 1602 to record three kinds of gifts: 'one in bookes alone, an other in mony, and a third in bothe'. The sumptuous bindings and elaborate illustra- tions of surviving registers suggest that their chief purpose was to encourage gifts from prospective patrons. A particularly elaborate example from The Queen's College, Oxford, bound at the work- shop of the great Restoration bookbinder Samuel Mearne, was silver-embossed, with finely prepared calfskin used for its leaves. 4 (N[ew] London [CT] : Printed by T. Green, 1743). The only other American college li- brary catalogue printed before the American Revolution was Princeton's: A Catalogue of Books in the Library of the College of New-Jersey (Woodbridge [NJ] Printed by James Parker, 1760). All three have been reprinted in modern facsimile editions with intro- ductions: W. H. Bond and Hugh Amory, eds, The Printed Catalogues of the Harvard College Library, 1723-1790 (Boston: Colonial Society of Massachusetts, 1996) James E. Mooney, ed., Eighteenth-Century Catalogues of the Yale College Library (New Haven: Yale University, 2001) Julian P. Boyd, ed., A Catalogue of Books in the Library of the College of New Jersey (Princeton : Princeton University Library, 1949). 3. G. W. Wheeler, ed., Letters of Sir Thomas Bodley to Thomas James (Oxford: Clarendon Press, 1926), pp- 32, 6in. 4. Jonathan B. Bengtson, 'Benefaction Registers in Oxford Libraries', Library History 16 (2000), pp. 143-52; Bengtson, Treasures of The Queen's College Library, Oxford (Oxford: The Queen's College, 1999), p. .9; Charles Benson, 'Libraries in University Towns', in Giles Mandelbrote and K. A. Manley, eds, The Cambridge History of Libraries in Britain and Ireland: vol. II, 1640-1850 (Cambridge: Cambridge University Press, 2006), pp. II3-14. 64","THE BOOK COLLECTOR However, library catalogues in this period served just as much to advance the fundraising needs of their relatively fledgling institu- tions as they did to connect books and readers, especially critical since these institutions did not generally have funds available for the purchase of books and were completely reliant on donations. The deployment of early library catalogues for fundraising has been little studied. In this article, I shall try to explore how they came to serve this function in the early 18th century, focusing on the case of Harvard's 1723 catalogue. Many objects circulating in the early 18th-century world of print, and particularly in libraries, were intended to recognise or encourage philanthropy. Manuscript benefaction registers existed at many Oxford and Cambridge college libraries in the 17th and 18th centuries, inspired by the example set by Thomas Bodley, who began to prepare a 'publike Register' more than two years before the opening of the Bodleian Library on 8 November 1602 to record three kinds of gifts: 'one in bookes alone, an other in mony, and a third in bothe'. The sumptuous bindings and elaborate illustra- tions of surviving registers suggest that their chief purpose was to encourage gifts from prospective patrons. A particularly elaborate example from The Queen's College, Oxford, bound at the work- shop of the great Restoration bookbinder Samuel Mearne, was silver-embossed, with finely prepared calfskin used for its leaves. 4 (N[ew] London [CT] : Printed by T. Green, 1743). The only other American college li- brary catalogue printed before the American Revolution was Princeton's: A Catalogue of Books in the Library of the College of New-Jersey (Woodbridge [NJ] Printed by James Parker, 1760). All three have been reprinted in modern facsimile editions with intro- ductions: W. H. Bond and Hugh Amory, eds, The Printed Catalogues of the Harvard College Library, 1723-1790 (Boston: Colonial Society of Massachusetts, 1996) James E. Mooney, ed., Eighteenth-Century Catalogues of the Yale College Library (New Haven: Yale University, 2001) Julian P. Boyd, ed., A Catalogue of Books in the Library of the College of New Jersey (Princeton : Princeton University Library, 1949). 3. G. W. Wheeler, ed., Letters of Sir Thomas Bodley to Thomas James (Oxford: Clarendon Press, 1926), pp- 32, 6in. 4. Jonathan B. Bengtson, 'Benefaction Registers in Oxford Libraries', Library History 16 (2000), pp. 143-52; Bengtson, Treasures of The Queen's College Library, Oxford (Oxford: The Queen's College, 1999), p. .9; Charles Benson, 'Libraries in University Towns', in Giles Mandelbrote and K. A. Manley, eds, The Cambridge History of Libraries in Britain and Ireland: vol. II, 1640-1850 (Cambridge: Cambridge University Press, 2006), pp. II3-14. 64"
