page,text,left,top,width,height,line,conf
1,SURPRISE AND QUICK ACTION.,0.284722,0.015464,0.423611,0.033505,1,90.0
1,Method of action: Three pronged attack in at first light.,0.0375,0.063144,0.675,0.045103,2,77.0
1,First prong BRIDGEHEAD AT REINE,0.270833,0.113402,0.4875,0.034794,3,90.0
1,ASSAULT through and occupy neck of land joining,0.269444,0.155928,0.645833,0.04768,4,80.0
1,peninsula with main portion of island.,0.270833,0.194588,0.565278,0.051546,5,90.0
1,DESTROY all COMMUNICATIONS telephone wires etc,0.265278,0.240979,0.691667,0.04768,6,90.0
1,spread out with bridgehead and occupy town.,0.259722,0.331186,0.586111,0.036082,7,90.0
1,SECOND PRONG At Suman to cut line of communications at EMU POINT,0.255556,0.381443,0.738889,0.036082,8,90.0
1,(from ANDO to main land.,0.336111,0.417526,0.391667,0.03866,9,90.0
1,THIRD PRONG To take wireless station and lighthouse,0.256944,0.469072,0.723611,0.041237,10,90.0
1,[initial stages] Cut off and destroy power station between,0.263889,0.510309,0.683333,0.052835,11,80.0
1,PANDAR - ANDO - REINE thus preventing,0.283333,0.551546,0.618056,0.050258,12,90.0
1,any further use of oil refineries etc.,0.270833,0.599227,0.459722,0.051546,13,80.0
1,RESISTANCE: AT WIRELESS STATION LIGHTHOUSE complete surprise,0.043056,0.637887,0.930556,0.046392,14,90.0
1,GERMANS AT REINE NOT AWARE SLIGHT RESISTANCE,0.270833,0.685567,0.681944,0.03866,15,80.0
1,at Suman AGES OF ENEMY 16 to 45.,0.276389,0.720361,0.526389,0.046392,16,90.0
1,Quislings FRIGHTENED ONE ESCAPED CAPTURED,0.270833,0.751289,0.713889,0.054124,17,90.0
1,CHEST HIGH IN FREEZING WATER,0.283333,0.805412,0.501389,0.04768,18,90.0
1,POPULATION Took in for Germans then Americans,0.276389,0.846649,0.616667,0.055412,19,80.0
1,thought of as BRITISH IRISH brick.,0.273611,0.876289,0.518056,0.059278,20,90.0
1,Description of Norwegian,0.276389,0.917526,0.327778,0.064433,21,80.0
