page,text,left,top,width,height,line,conf
1,SURPRISE AND QUICK ACTION.,0.2875,0.015464,0.425,0.03866,1,90.0
1,Method of attack: Three prongs attacking at first light.,0.040278,0.064433,0.673611,0.048969,2,86.0
1,First prong BRIDGEHEAD AT REINE,0.273611,0.108247,0.483333,0.045103,3,88.0
1,ASSAULT through and occupy west of land going,0.273611,0.158505,0.638889,0.050258,4,86.0
1,peninsula with main portion of island.,0.273611,0.195876,0.530556,0.050258,5,90.0
1,DESTROY all COMMUNICATIONS telephone wires etc,0.265278,0.238402,0.684722,0.063144,6,87.0
1,and occupy POST OFFICE,0.263889,0.279639,0.376389,0.04768,7,90.0
1,Spread out with bridgehead and occupy town,0.265278,0.319588,0.584722,0.055412,8,86.0
1,SECOND PRONG At Summ to cut line of communication at EMU POINT,0.248611,0.375,0.740278,0.04768,9,85.0
1,(from ANDIO to main land.,0.336111,0.418814,0.3875,0.048969,10,90.0
1,THIRD PRONG To take wireless station and lighthouse,0.256944,0.46134,0.720833,0.05799,11,83.0
1,(military stages) Cut off and destroy power station between,0.263889,0.507732,0.677778,0.063144,12,81.0
1,PANDAR - ANDO - REINE thus preventing,0.268056,0.554124,0.631944,0.060567,13,79.0
1,any further use of oil refineries etc.,0.273611,0.594072,0.463889,0.064433,14,91.0
1,RESISTANCE: AT WIRELESS STATION LIGHTHOUSE complete surprise,0.040278,0.634021,0.911111,0.060567,15,84.0
1,GERMANS AT REINE not aware SLIGHT resistance,0.270833,0.673969,0.686111,0.05799,16,86.0
1,AGES OF ENEMY $^{1}b$ to H.S.,0.470833,0.710052,0.465278,0.054124,17,84.0
1,Quislings at Summ. FRIGHTENED ONE ESCAPED CAPTURED,0.269444,0.746134,0.661111,0.070876,18,80.0
1,(CHEST HIGH IN FREEZING WATER,0.2875,0.795103,0.501389,0.055412,19,63.0
1,POPULATION Took us for Germans then Americans,0.261111,0.831186,0.629167,0.074742,20,74.0
1,Overfied as BRITISH. (IRISH blood.),0.275,0.881443,0.554167,0.055412,21,84.0
1,Description of Norwegians,0.275,0.931701,0.319444,0.042526,22,80.0
