page,line,word_text,word_x0,word_y0,word_x1,word_y1,word_conf,line_text,line_x0,line_y0,line_x1,line_y1,line_conf
1,1,Example,0.147059,0.091351,0.216683,0.108119,100.0,,0.147059,0.091351,0.581062,0.108119,100.0
1,1,of,0.221618,0.091351,0.237974,0.108119,100.0,,,,,,
1,1,emails,0.242908,0.091351,0.294003,0.108119,100.0,,,,,,
1,1,sent,0.298938,0.091351,0.330572,0.108119,100.0,,,,,,
1,1,to,0.335507,0.091351,0.350784,0.108119,100.0,,,,,,
1,1,a,0.355588,0.091351,0.364297,0.108119,100.0,,,,,,
1,1,professor,0.369199,0.091351,0.442173,0.108119,100.0,,,,,,
1,1,before,0.447075,0.091351,0.497173,0.108119,100.0,,,,,,
1,1,applying,0.502075,0.091351,0.570719,0.108119,100.0,,,,,,
1,1,:,0.570719,0.091351,0.57616,0.108119,100.0,,,,,,
1,2,Fwd,0.147059,0.126199,0.181928,0.142967,100.0,,0.147059,0.126199,0.430261,0.142967,100.0
1,2,:,0.181928,0.126199,0.187369,0.142967,100.0,,,,,,
1,2,Prospective,0.192271,0.126199,0.283758,0.142967,100.0,,,,,,
1,2,Graduate,0.28866,0.126199,0.360523,0.142967,100.0,,,,,,
1,2,Student,0.365425,0.126199,0.425359,0.142967,100.0,,,,,,
1,3,Dr,0.147059,0.161048,0.167745,0.177816,100.0,,0.147059,0.159318,0.270033,0.177816,100.0
1,3,.,0.167761,0.161048,0.172663,0.177816,100.0,,,,,,
1,3,Kornbluth,0.177565,0.161048,0.258219,0.177816,100.0,,,,,,
1,3,",",0.258235,0.161048,0.263137,0.177816,100.0,,,,,,
1,4,I,0.147059,0.195896,0.153595,0.212664,100.0,,0.147059,0.195896,0.84348,0.212664,100.0
1,4,am,0.158497,0.195896,0.182484,0.212664,100.0,,,,,,
1,4,a,0.187222,0.195896,0.195931,0.212664,100.0,,,,,,
1,4,senior,0.20085,0.195896,0.24884,0.212664,100.0,,,,,,
1,4,biology,0.253758,0.195896,0.313758,0.212664,100.0,,,,,,
1,4,major,0.318676,0.195896,0.364314,0.212664,100.0,,,,,,
1,4,at,0.369232,0.195896,0.383399,0.212664,100.0,,,,,,
1,4,the,0.388317,0.195896,0.412304,0.212664,100.0,,,,,,
1,4,University,0.417222,0.195896,0.500131,0.212664,100.0,,,,,,
1,4,of,0.504902,0.195896,0.521242,0.212664,100.0,,,,,,
1,4,Notre,0.526144,0.195896,0.570801,0.212664,100.0,,,,,,
1,4,Dame,0.575719,0.195896,0.622386,0.212664,100.0,,,,,,
1,4,.,0.622418,0.195896,0.62732,0.212664,100.0,,,,,,
1,4,I,0.632222,0.195896,0.638758,0.212664,100.0,,,,,,
1,4,am,0.64366,0.195896,0.667631,0.212664,100.0,,,,,,
1,4,applying,0.672369,0.195896,0.741029,0.212664,100.0,,,,,,
1,4,to,0.745931,0.195896,0.761193,0.212664,100.0,,,,,,
1,4,the,0.766095,0.195896,0.790065,0.212664,100.0,,,,,,
1,4,CMB,0.794967,0.195896,0.838562,0.212664,100.0,,,,,,
1,5,program,0.147059,0.213321,0.213529,0.230088,100.0,,0.147059,0.213321,0.813007,0.230088,100.0
1,5,and,0.218284,0.213321,0.246618,0.230088,100.0,,,,,,
1,5,am,0.25152,0.213321,0.27549,0.230088,100.0,,,,,,
1,5,very,0.280245,0.213321,0.315114,0.230088,100.0,,,,,,
1,5,interested,0.320016,0.213321,0.396324,0.230088,100.0,,,,,,
1,5,in,0.401242,0.213321,0.416503,0.230088,100.0,,,,,,
1,5,your,0.421405,0.213321,0.457369,0.230088,100.0,,,,,,
1,5,work,0.462288,0.213321,0.502614,0.230088,100.0,,,,,,
1,5,.,0.502614,0.213321,0.507516,0.230088,100.0,,,,,,
1,5,After,0.512418,0.213321,0.553807,0.230088,100.0,,,,,,
1,5,glancing,0.558693,0.213321,0.626258,0.230088,100.0,,,,,,
1,5,at,0.631144,0.213321,0.64531,0.230088,100.0,,,,,,
1,5,a,0.650196,0.213321,0.658905,0.230088,100.0,,,,,,
1,5,few,0.663807,0.213321,0.693203,0.230088,100.0,,,,,,
1,5,of,0.698088,0.213321,0.714428,0.230088,100.0,,,,,,
1,5,your,0.71933,0.213321,0.755278,0.230088,100.0,,,,,,
1,5,recent,0.76018,0.213321,0.808088,0.230088,100.0,,,,,,
1,6,papers,0.147059,0.230745,0.198268,0.247513,100.0,,0.147059,0.230745,0.850098,0.247513,100.0
1,6,and,0.203186,0.230745,0.23152,0.247513,100.0,,,,,,
1,6,your,0.236422,0.230745,0.272288,0.247513,100.0,,,,,,
1,6,research,0.27719,0.230745,0.342565,0.247513,100.0,,,,,,
1,6,summary,0.347369,0.230745,0.420392,0.247513,100.0,,,,,,
1,6,I,0.425294,0.230745,0.43183,0.247513,100.0,,,,,,
1,6,find,0.436748,0.230745,0.46835,0.247513,100.0,,,,,,
1,6,your,0.473268,0.230745,0.509232,0.247513,100.0,,,,,,
1,6,work,0.514118,0.230745,0.554444,0.247513,100.0,,,,,,
1,6,with,0.559346,0.230745,0.594232,0.247513,100.0,,,,,,
1,6,apoptosis,0.599134,0.230745,0.673186,0.247513,100.0,,,,,,
1,6,very,0.678072,0.230745,0.712958,0.247513,100.0,,,,,,
1,6,interesting,0.717843,0.230745,0.800654,0.247513,100.0,,,,,,
1,6,.,0.80067,0.230745,0.805572,0.247513,100.0,,,,,,
1,6,Will,0.810474,0.230745,0.84518,0.247513,100.0,,,,,,
1,7,you,0.147059,0.248169,0.176471,0.264937,100.0,,0.147059,0.248169,0.835458,0.264937,100.0
1,7,be,0.181373,0.248169,0.199869,0.264937,100.0,,,,,,
1,7,taking,0.204771,0.248169,0.253791,0.264937,100.0,,,,,,
1,7,on,0.258676,0.248169,0.278284,0.264937,100.0,,,,,,
1,7,new,0.283186,0.248169,0.31585,0.264937,100.0,,,,,,
1,7,students,0.320752,0.248169,0.385016,0.264937,100.0,,,,,,
1,7,next,0.389918,0.248169,0.423676,0.264937,100.0,,,,,,
1,7,year,0.428709,0.248169,0.462451,0.264937,100.0,,,,,,
1,7,?,0.462435,0.248169,0.471144,0.264937,100.0,,,,,,
1,7,If,0.481046,0.248169,0.494101,0.264937,100.0,,,,,,
1,7,I,0.498987,0.248169,0.505507,0.264937,100.0,,,,,,
1,7,am,0.510392,0.248169,0.534346,0.264937,100.0,,,,,,
1,7,invited,0.539232,0.248169,0.593693,0.264937,100.0,,,,,,
1,7,to,0.598562,0.248169,0.613824,0.264937,100.0,,,,,,
1,7,interview,0.618725,0.248169,0.692778,0.264937,100.0,,,,,,
1,7,",",0.692778,0.248169,0.69768,0.264937,100.0,,,,,,
1,7,is,0.702582,0.248169,0.71567,0.264937,100.0,,,,,,
1,7,there,0.720572,0.248169,0.759771,0.264937,100.0,,,,,,
1,7,any,0.764673,0.248169,0.792974,0.264937,100.0,,,,,,
1,7,way,0.797876,0.248169,0.830556,0.264937,100.0,,,,,,
1,8,you,0.147059,0.265593,0.176503,0.282361,100.0,,0.147059,0.265593,0.41835,0.282361,100.0
1,8,will,0.181422,0.265593,0.211993,0.282361,100.0,,,,,,
1,8,be,0.216895,0.265593,0.235425,0.282361,100.0,,,,,,
1,8,able,0.240327,0.265593,0.273056,0.282361,100.0,,,,,,
1,8,to,0.277958,0.265593,0.293235,0.282361,100.0,,,,,,
1,8,meet,0.298154,0.265593,0.336144,0.282361,100.0,,,,,,
1,8,with,0.341062,0.265593,0.37598,0.282361,100.0,,,,,,
1,8,me,0.380882,0.265593,0.40469,0.282361,100.0,,,,,,
1,8,?,0.404722,0.265593,0.413431,0.282361,100.0,,,,,,
1,9,I,0.147059,0.301427,0.153595,0.318194,100.0,,0.147059,0.301427,0.846552,0.318194,100.0
1,9,have,0.15848,0.301427,0.195507,0.318194,100.0,,,,,,
1,9,worked,0.200408,0.301427,0.259199,0.318194,100.0,,,,,,
1,9,on,0.264101,0.301427,0.283709,0.318194,100.0,,,,,,
1,9,several,0.288595,0.301427,0.344118,0.318194,100.0,,,,,,
1,9,different,0.34902,0.301427,0.41652,0.318194,100.0,,,,,,
1,9,research,0.421422,0.301427,0.486716,0.318194,100.0,,,,,,
1,9,projects,0.491618,0.301427,0.553693,0.318194,100.0,,,,,,
1,9,as,0.558578,0.301427,0.574902,0.318194,100.0,,,,,,
1,9,an,0.579804,0.301427,0.598301,0.318194,100.0,,,,,,
1,9,undergraduate,0.603186,0.301427,0.715343,0.318194,100.0,,,,,,
1,9,in,0.720245,0.301427,0.73549,0.318194,100.0,,,,,,
1,9,Dr,0.740376,0.301427,0.761062,0.318194,100.0,,,,,,
1,9,.,0.761062,0.301427,0.765964,0.318194,100.0,,,,,,
1,9,David,0.770866,0.301427,0.818775,0.318194,100.0,,,,,,
1,9,R,0.823676,0.301427,0.836748,0.318194,100.0,,,,,,
1,9,.,0.836748,0.301427,0.84165,0.318194,100.0,,,,,,
1,10,Hyde's,0.147059,0.318851,0.200572,0.335619,100.0,,0.147059,0.318851,0.850703,0.335619,100.0
1,10,lab,0.20549,0.318851,0.229444,0.335619,100.0,,,,,,
1,10,at,0.234346,0.318851,0.248513,0.335619,100.0,,,,,,
1,10,the,0.253399,0.318851,0.277369,0.335619,100.0,,,,,,
1,10,University,0.282255,0.318851,0.365033,0.335619,100.0,,,,,,
1,10,of,0.369935,0.318851,0.386258,0.335619,100.0,,,,,,
1,10,Notre,0.39116,0.318851,0.435801,0.335619,100.0,,,,,,
1,10,Dame,0.440703,0.318851,0.487484,0.335619,100.0,,,,,,
1,10,.,0.487516,0.318851,0.492418,0.335619,100.0,,,,,,
1,10,The,0.49732,0.318851,0.527827,0.335619,100.0,,,,,,
1,10,Hyde,0.532696,0.318851,0.575196,0.335619,100.0,,,,,,
1,10,lab,0.580065,0.318851,0.604052,0.335619,100.0,,,,,,
1,10,is,0.608922,0.318851,0.62201,0.335619,100.0,,,,,,
1,10,interested,0.626879,0.318851,0.70317,0.335619,100.0,,,,,,
1,10,in,0.708039,0.318851,0.723317,0.335619,100.0,,,,,,
1,10,the,0.72817,0.318851,0.752157,0.335619,100.0,,,,,,
1,10,signals,0.757026,0.318851,0.811471,0.335619,100.0,,,,,,
1,10,that,0.81634,0.318851,0.845784,0.335619,100.0,,,,,,
1,11,initiate,0.147059,0.336275,0.201536,0.353043,100.0,,0.147059,0.336275,0.751552,0.353043,100.0
1,11,Muller,0.206454,0.336275,0.259837,0.353043,100.0,,,,,,
1,11,glia,0.264739,0.336275,0.29415,0.353043,100.0,,,,,,
1,11,division,0.299052,0.336275,0.362271,0.353043,100.0,,,,,,
1,11,post-light,0.367173,0.336275,0.442369,0.353043,100.0,,,,,,
1,11,damage,0.447157,0.336275,0.508023,0.353043,100.0,,,,,,
1,11,.,0.508039,0.336275,0.512941,0.353043,100.0,,,,,,
1,11,My,0.517843,0.336275,0.545196,0.353043,100.0,,,,,,
1,11,first,0.550098,0.336275,0.581699,0.353043,100.0,,,,,,
1,11,research,0.586618,0.336275,0.651961,0.353043,100.0,,,,,,
1,11,project,0.656879,0.336275,0.711356,0.353043,100.0,,,,,,
1,11,was,0.716275,0.336275,0.746634,0.353043,100.0,,,,,,
1,12,characterizing,0.147059,0.353699,0.258186,0.370467,100.0,,0.147059,0.353699,0.791209,0.370467,100.0
1,12,the,0.263105,0.353699,0.287075,0.370467,100.0,,,,,,
1,12,role,0.291977,0.353699,0.322484,0.370467,100.0,,,,,,
1,12,of,0.327402,0.353699,0.343742,0.370467,100.0,,,,,,
1,12,leukemia,0.348644,0.353699,0.420441,0.370467,100.0,,,,,,
1,12,inhibitory,0.425359,0.353699,0.502533,0.370467,100.0,,,,,,
1,12,factor,0.507451,0.353699,0.553268,0.370467,100.0,,,,,,
1,12,(,0.558203,0.353699,0.564722,0.370467,100.0,,,,,,
1,12,LIF,0.564739,0.353699,0.594069,0.370467,100.0,,,,,,
1,12,),0.594085,0.353699,0.600605,0.370467,100.0,,,,,,
1,12,in,0.605539,0.353699,0.620801,0.370467,100.0,,,,,,
1,12,the,0.625588,0.353699,0.649575,0.370467,100.0,,,,,,
1,12,activation,0.654493,0.353699,0.731814,0.370467,100.0,,,,,,
1,12,of,0.736732,0.353699,0.753088,0.370467,100.0,,,,,,
1,12,cell,0.757925,0.353699,0.786291,0.370467,100.0,,,,,,
1,13,proliferation,0.147059,0.371124,0.245131,0.387891,100.0,,0.147059,0.371124,0.757712,0.387891,100.0
1,13,in,0.250033,0.371124,0.265294,0.387891,100.0,,,,,,
1,13,the,0.270196,0.371124,0.294167,0.387891,100.0,,,,,,
1,13,undamaged,0.299069,0.371124,0.389363,0.387891,100.0,,,,,,
1,13,zebrafish,0.394265,0.371124,0.46616,0.387891,100.0,,,,,,
1,13,retina,0.471078,0.371124,0.515784,0.387891,100.0,,,,,,
1,13,.,0.515801,0.371124,0.520703,0.387891,100.0,,,,,,
1,13,I,0.525588,0.371124,0.532124,0.387891,100.0,,,,,,
1,13,am,0.537026,0.371124,0.560997,0.387891,100.0,,,,,,
1,13,also,0.565735,0.371124,0.597353,0.387891,100.0,,,,,,
1,13,working,0.602255,0.371124,0.667794,0.387891,100.0,,,,,,
1,13,on,0.67268,0.371124,0.692304,0.387891,100.0,,,,,,
1,13,several,0.697206,0.371124,0.75281,0.387891,100.0,,,,,,
1,14,experiments,0.147059,0.388548,0.24281,0.405316,100.0,,0.147059,0.388548,0.842761,0.405316,100.0
1,14,that,0.247712,0.388548,0.277141,0.405316,100.0,,,,,,
1,14,are,0.282042,0.388548,0.30598,0.405316,100.0,,,,,,
1,14,related,0.310899,0.388548,0.364265,0.405316,100.0,,,,,,
1,14,to,0.369183,0.388548,0.384428,0.405316,100.0,,,,,,
1,14,a,0.389346,0.388548,0.398039,0.405316,100.0,,,,,,
1,14,genetic,0.402958,0.388548,0.459608,0.405316,100.0,,,,,,
1,14,screen,0.46451,0.388548,0.514608,0.405316,100.0,,,,,,
1,14,that,0.519477,0.388548,0.548824,0.405316,100.0,,,,,,
1,14,the,0.553693,0.388548,0.577696,0.405316,100.0,,,,,,
1,14,Hyde,0.582565,0.388548,0.625082,0.405316,100.0,,,,,,
1,14,lab,0.629951,0.388548,0.653954,0.405316,100.0,,,,,,
1,14,plans,0.658824,0.388548,0.700229,0.405316,100.0,,,,,,
1,14,on,0.705098,0.388548,0.724722,0.405316,100.0,,,,,,
1,14,performing,0.729592,0.388548,0.817729,0.405316,100.0,,,,,,
1,14,to,0.822598,0.388548,0.837859,0.405316,100.0,,,,,,
1,15,identify,0.147059,0.405972,0.208137,0.42274,100.0,,0.147059,0.405972,0.788431,0.42274,100.0
1,15,mutants,0.213039,0.405972,0.275065,0.42274,100.0,,,,,,
1,15,in,0.279984,0.405972,0.295261,0.42274,100.0,,,,,,
1,15,the,0.30018,0.405972,0.324183,0.42274,100.0,,,,,,
1,15,regeneration,0.329118,0.405972,0.426993,0.42274,100.0,,,,,,
1,15,pathway--I,0.431879,0.405972,0.517925,0.42274,100.0,,,,,,
1,15,am,0.52281,0.405972,0.546781,0.42274,100.0,,,,,,
1,15,developing,0.551667,0.405972,0.638824,0.42274,100.0,,,,,,
1,15,a,0.643709,0.405972,0.652418,0.42274,100.0,,,,,,
1,15,neuroD4,0.657255,0.405972,0.726944,0.42274,100.0,,,,,,
1,15,:,0.726928,0.405972,0.733464,0.42274,100.0,,,,,,
1,15,EGFP,0.733464,0.405972,0.783546,0.42274,100.0,,,,,,
1,16,transgenic,0.147059,0.423396,0.227696,0.440164,100.0,,0.147059,0.423396,0.825621,0.440164,100.0
1,16,line,0.232582,0.423396,0.262042,0.440164,100.0,,,,,,
1,16,for,0.266944,0.423396,0.289739,0.440164,100.0,,,,,,
1,16,use,0.294641,0.423396,0.320801,0.440164,100.0,,,,,,
1,16,in,0.325703,0.423396,0.34098,0.440164,100.0,,,,,,
1,16,this,0.345752,0.423396,0.374134,0.440164,100.0,,,,,,
1,16,screen,0.37902,0.423396,0.429101,0.440164,100.0,,,,,,
1,16,and,0.433987,0.423396,0.462337,0.440164,100.0,,,,,,
1,16,I,0.467255,0.423396,0.473791,0.440164,100.0,,,,,,
