page,text,left,top,width,height,line,conf
1,SURPRISE AND QUICK ACTION.,0.285333,0.014433,0.426222,0.033402,1,95.0
1,Method of attack: These prongs attaching at first light.,0.039556,0.063918,0.675556,0.042062,2,93.0
1,FINDING BRIDGEHEAD AT REINE,0.271556,0.109691,0.488889,0.039588,3,92.0
1,ASSAULT person and occupy near of land,0.272889,0.153402,0.641778,0.042887,4,86.0
1,peninsula with main portion of island.,0.272889,0.202474,0.539556,0.039175,5,95.0
1,"DESTROY all COMMUNICATIONS, telephone wires etc",0.265778,0.240412,0.686222,0.045773,6,88.0
1,and occupy POST OFFICE,0.263111,0.286186,0.379556,0.033402,7,90.0
1,spread out with bridgehead and occupy them,0.269778,0.327835,0.581778,0.036701,8,95.0
1,SECOND PRONG At Sear to cut line of communication at EMU POINT,0.260889,0.385979,0.723111,0.042062,9,90.0
1,from ANDI to main land.,0.330667,0.41567,0.399556,0.045773,10,90.0
1,THIRD PRONG To take writers status and lightness,0.258222,0.458557,0.709333,0.056495,11,90.0
1,million stages Cut off and destroy power station b...,0.268889,0.508041,0.677778,0.05567,12,90.0
1,PANDAR ANPO - REINE the,0.280444,0.559588,0.620889,0.038763,13,90.0
1,-,0.482222,0.575258,0.084444,0.017732,14,90.0
1,further use of oil refineries etc.,0.344444,0.6,0.381778,0.043299,15,96.0
1,AT any WIRELESS STATION. LIGHTHOUSE company surfaces,0.268889,0.620619,0.705333,0.065979,16,95.0
1,RESISTANCE:,0.038667,0.638351,0.165333,0.04866,17,98.0
1,GERMANS AT REINE NOT AWARE SLIGHT RESISTANCE,0.270667,0.675052,0.687111,0.051134,18,99.0
1,AGES OF ENEMY 16 TO 45.,0.269778,0.709278,0.651556,0.06268,19,90.0
1,FRIGHTENED. ONE ESCAPED CAPTURED,0.268889,0.745979,0.668889,0.066392,20,90.0
1,CHEST HIGH IN FREEZING WATER,0.285333,0.798763,0.501333,0.051134,21,95.0
1,POPULATION took us for Germans the Americans,0.276444,0.835876,0.618667,0.059381,22,95.0
1,почту на ав. Веллин. 1850 treel.,0.275556,0.879588,0.554667,0.058557,23,88.0
1,Осмерть в. Нонсево,0.276444,0.928247,0.321778,0.046598,24,90.0
