page,text,left,top,width,height,line,conf
1,SURPRISE AND QUICK ACTION.,0.285333,0.014433,0.426222,0.033402,1,95.0
1,Метод а атака: These promises attending at first lights.,0.039556,0.063918,0.675556,0.042062,2,88.0
1,BRIDGEHEAD AT REINE,0.271556,0.109691,0.488889,0.039588,3,90.0
1,ASSAULT through and occupy inch of land giving,0.272889,0.153402,0.641778,0.042887,4,85.0
1,Peninsula with main portion of Island.,0.272889,0.202474,0.539556,0.039175,5,92.0
1,"DESTROY all COMMUNICATIONS , telephone wires etc",0.265778,0.240412,0.686222,0.045773,6,90.0
1,and occupy POST OFFICE,0.263111,0.286186,0.379556,0.033402,7,92.0
1,Spread ash with birdseed and recoup from,0.269778,0.327835,0.581778,0.036701,8,85.0
1,SECOND PRONG AT SUMUR TO CUT LINE OF COMMUNICATION AT EMU POINT,0.261333,0.383093,0.717333,0.035876,9,95.0
1,from EMU POINT,0.330667,0.401237,0.653333,0.060206,10,88.0
1,ANDO t main land.,0.442667,0.42268,0.288,0.035052,11,85.0
1,wireless light house,0.486667,0.46433,0.481333,0.038351,12,90.0
1,THIRD PRONG To take station and,0.262222,0.480412,0.515111,0.030103,13,90.0
1,Cut off and destroy power station,0.268889,0.508041,0.677333,0.05567,14,95.0
1,PANDAR - ANPO - REINE,0.280444,0.553814,0.620444,0.04866,15,90.0
1,further use of oil refineries etc.,0.344444,0.6,0.381778,0.043299,16,80.0
1,AT any WIRELESS STATION LIGHTHOUSE completed Surprise,0.268889,0.620619,0.705333,0.065979,17,90.0
1,RESISTANCE:,0.038667,0.638351,0.165333,0.04866,18,90.0
1,GERMANS AT REINE NOT AWARE SLIGHT resis tance,0.270667,0.675052,0.687111,0.051134,19,85.0
1,AGES OF ENEMY 16 to 45.,0.269778,0.709278,0.651556,0.06268,20,92.0
1,FRIGHTENED ONE ESCAPED CAPTURED,0.268889,0.745979,0.668889,0.066392,21,95.0
1,CHEST HIGH IN FREEZING WATER,0.285333,0.798763,0.501333,0.051134,22,95.0
1,POPULATION Took us for Germans then Americans,0.276444,0.835876,0.618667,0.059381,23,92.0
1,отпускал за ВРЕМЯ 18/5H truck.,0.275556,0.879588,0.554667,0.058557,24,88.0
1,Особиріям об Помогін,0.276444,0.928247,0.321778,0.046598,25,75.0
